L,U,selected,moment_count,physical_gap,exact_energy_signed,exact_energy_abs,moment_error,response_diff_norm,ratio_abs_theta_005,ratio_abs_theta_010,ratio_stability_005_over_010,quadratic_abs_theta_005,quadratic_abs_theta_010,reference_status,mismatch_statuses
4,2.0,charge_imbalance,2,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,1.2633659592016001e-12,4.31351449245297e-6,0.0005514431989559411,2.355250930322692e-6,234.13352346299175,0.11028863979118822,0.00023552509303226916,OPTIMAL,OPTIMAL
4,2.0,bond_kinetic,2,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,9.373884523211221e-8,4.864336910600582e-7,0.005960826863814757,0.01166566340570151,0.5109719573171848,1.1921653727629515,1.166566340570151,OPTIMAL,OPTIMAL
4,2.0,double_occupancy,2,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,4.73873377887529e-8,1.5597950732427442e-7,0.007035508537534092,0.013952667248742659,0.504241118354492,1.4071017075068184,1.3952667248742658,OPTIMAL,OPTIMAL
4,2.0,double_occupancy_sites,4,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,3.350790792414524e-8,6.283216623471532e-7,0.005042891620751924,0.010075042643561443,0.500533029899842,1.0085783241503847,1.0075042643561443,OPTIMAL,OPTIMAL
4,2.0,double_occupancy_imbalance,2,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,6.931751828508204e-13,1.0820377828133757e-6,0.0011675321903543234,0.002887221014240502,0.40437922299531637,0.23350643807086466,0.28872210142405025,OPTIMAL,OPTIMAL
4,2.0,inter_bond_kinetic,1,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,4.654134374197066e-16,7.053502403271623,4.58975301756912,4.592491038703797,0.9994038047953492,917.950603513824,459.24910387037966,OPTIMAL,OPTIMAL
4,2.0,inter_density,1,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,1.0756111556986525e-9,2762.5884279928923,0.011410311194159917,0.014703931324600017,0.7760041136121333,2.2820622388319833,1.4703931324600017,OPTIMAL,OPTIMAL
4,2.0,inter_charge_imbalance,1,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,8.444286936359902e-13,1.52190343660763e-6,7.87833528970161e-7,4.130707581539994e-9,190.72604715254232,0.0001575667057940322,4.130707581539994e-7,OPTIMAL,OPTIMAL
4,2.0,charge_and_bond,4,1.2360679774997858,1.4648851021092923e-9,1.4648851021092923e-9,9.373884524062573e-8,4.341375025550577e-6,0.0059862798549725725,0.011665663643459393,0.5131538194424893,1.1972559709945145,1.1665663643459394,OPTIMAL,OPTIMAL
